"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, League)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","('Unnamed: 36_level_0', 'Matches')","(Background Information, League)"
Ansu Fati,"MF,FW",Barcelona,LaLiga,2002.0,3.0,0.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Matches,LaLiga
Nabil Fekir,"MF,FW",Betis,LaLiga,1993.0,19.0,10.0,1049.0,11.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,2.3,4.6,32.0,67.0,77.0,0.09,0.17,0.26,0.09,0.26,0.19,0.2,0.39,0.19,0.39,Matches,LaLiga
Luiz Felipe,DF,Betis,LaLiga,1997.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,LaLiga
João Félix,FW,Barcelona,LaLiga,1999.0,30.0,18.0,1540.0,17.1,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,8.7,8.7,3.1,11.9,69.0,68.0,169.0,0.41,0.18,0.58,0.41,0.58,0.51,0.18,0.69,0.51,0.69,Matches,LaLiga
Kiko Femenía,DF,Villarreal,LaLiga,1991.0,23.0,16.0,1583.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.6,0.6,46.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,LaLiga
Aitor Fernández,GK,Osasuna,LaLiga,1991.0,7.0,6.0,551.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Álex Fernández,MF,Cádiz,LaLiga,1992.0,26.0,14.0,1285.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.0,11.0,52.0,26.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,Matches,LaLiga
Carlos Fernández,FW,Real Sociedad,LaLiga,1996.0,10.0,5.0,408.0,4.5,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.5,0.7,0.5,1.3,5.0,4.0,13.0,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,Matches,LaLiga
Raúl Fernández,GK,Granada,LaLiga,1988.0,4.0,4.0,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Valery Fernández,"MF,FW",Girona,LaLiga,1999.0,27.0,2.0,506.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.8,1.5,20.0,12.0,54.0,0.36,0.0,0.36,0.36,0.36,0.12,0.14,0.26,0.12,0.26,Matches,LaLiga
Fernando,GK,Almería,LaLiga,1990.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Fernando,MF,Sevilla,LaLiga,1987.0,8.0,5.0,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,5.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,LaLiga
André Ferreira,GK,Granada,LaLiga,1996.0,15.0,14.0,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Rachad Fettal,FW,Almería,LaLiga,2005.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,Matches,LaLiga
Pablo Fornals,"FW,MF",Betis,LaLiga,1996.0,15.0,14.0,1148.0,12.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.8,1.8,1.6,3.4,37.0,89.0,82.0,0.24,0.16,0.39,0.24,0.39,0.14,0.13,0.27,0.14,0.27,Matches,LaLiga
Player,Pos,Squad,LaLiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LaLiga
Héctor Fort,DF,Barcelona,LaLiga,2006.0,7.0,4.0,318.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,3.0,7.0,38.0,0.0,0.57,0.57,0.0,0.57,0.0,0.23,0.23,0.0,0.23,Matches,LaLiga
Dimitri Foulquier,"DF,MF",Valencia,LaLiga,1993.0,33.0,19.0,1842.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.8,42.0,72.0,64.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,LaLiga
Juan Foyth,DF,Villarreal,LaLiga,1998.0,12.0,12.0,1062.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,19.0,51.0,28.0,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,Matches,LaLiga
Jorge de Frutos,"FW,MF",Rayo Vallecano,LaLiga,1997.0,36.0,14.0,1549.0,17.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,1.4,4.0,42.0,40.0,144.0,0.12,0.0,0.12,0.12,0.12,0.15,0.08,0.23,0.15,0.23,Matches,LaLiga
Daniel Fuzato,GK,Getafe,LaLiga,1997.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Matteo Gabbia,DF,Villarreal,LaLiga,1999.0,7.0,6.0,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,LaLiga
Javi Galán,DF,Atlético Madrid,LaLiga,1994.0,5.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,LaLiga
Javi Galán,DF,Real Sociedad,LaLiga,1994.0,14.0,13.0,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.8,46.0,45.0,70.0,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.07,0.01,0.07,Matches,LaLiga
Iñigo Ruiz de Galarreta,MF,Athletic Club,LaLiga,1993.0,29.0,25.0,2091.0,23.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,2.3,2.6,26.0,147.0,36.0,0.04,0.04,0.09,0.04,0.09,0.01,0.1,0.11,0.01,0.11,Matches,LaLiga
Aleix García,MF,Girona,LaLiga,1997.0,37.0,36.0,3199.0,35.5,3.0,6.0,9.0,3.0,0.0,0.0,4.0,1.0,1.8,1.8,5.5,7.3,58.0,294.0,52.0,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21,Matches,LaLiga
Álvaro García,"FW,MF",Rayo Vallecano,LaLiga,1992.0,32.0,30.0,2475.0,27.5,6.0,1.0,7.0,6.0,0.0,0.0,8.0,1.0,6.2,6.2,3.0,9.2,56.0,63.0,252.0,0.22,0.04,0.25,0.22,0.25,0.22,0.11,0.33,0.22,0.33,Matches,LaLiga
Dani García,MF,Athletic Club,LaLiga,1990.0,17.0,7.0,745.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.2,1.0,3.0,36.0,4.0,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12,Matches,LaLiga
David García,DF,Osasuna,LaLiga,1994.0,27.0,27.0,2334.0,25.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.3,2.2,21.0,133.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,Matches,LaLiga
Eric García,DF,Barcelona,LaLiga,2001.0,2.0,0.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,LaLiga
Eric García,DF,Girona,LaLiga,2001.0,30.0,30.0,2637.0,29.3,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,2.8,2.8,0.5,3.4,45.0,221.0,18.0,0.17,0.0,0.17,0.17,0.17,0.1,0.02,0.12,0.1,0.12,Matches,LaLiga
Fran Garcia,DF,Real Madrid,LaLiga,1999.0,25.0,15.0,1398.0,15.5,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,2.4,3.0,53.0,60.0,139.0,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19,Matches,LaLiga
Francisco Jesús Crespo García,FW,Las Palmas,LaLiga,1996.0,17.0,6.0,504.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.9,17.0,20.0,66.0,0.36,0.0,0.36,0.36,0.36,0.23,0.11,0.34,0.23,0.34,Matches,LaLiga
Gonzalo García,"FW,MF",Real Madrid,LaLiga,2004.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,LaLiga
Jastin García,FW,Girona,LaLiga,2004.0,3.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Raúl García,"FW,MF",Athletic Club,LaLiga,1986.0,20.0,1.0,420.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,4.0,19.0,15.0,0.21,0.0,0.21,0.21,0.21,0.2,0.0,0.2,0.2,0.2,Matches,LaLiga
Rubén García,"FW,MF",Osasuna,LaLiga,1993.0,30.0,19.0,1547.0,17.2,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,3.3,5.6,16.0,59.0,117.0,0.17,0.12,0.29,0.17,0.29,0.13,0.19,0.33,0.13,0.33,Matches,LaLiga
Santiago García,FW,Getafe,LaLiga,2001.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Unai García,DF,Osasuna,LaLiga,1992.0,9.0,6.0,560.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.1,0.1,0.0,0.1,2.0,12.0,1.0,0.16,0.0,0.16,0.16,0.16,0.02,0.0,0.02,0.02,0.02,Matches,LaLiga
Federico Gattoni,"DF,FW",Sevilla,LaLiga,1999.0,2.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Gavi,"MF,FW",Barcelona,LaLiga,2004.0,12.0,10.0,944.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.1,2.0,26.0,39.0,38.0,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,Matches,LaLiga
Player,Pos,Squad,LaLiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LaLiga
Paulo Gazzaniga,GK,Girona,LaLiga,1992.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,LaLiga
David Gil,GK,Cádiz,LaLiga,1994.0,5.0,4.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Maxi Gómez,FW,Cádiz,LaLiga,1996.0,31.0,12.0,1163.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.6,2.2,13.0,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.17,0.12,0.17,Matches,LaLiga
Moi Gómez,"MF,FW",Osasuna,LaLiga,1994.0,28.0,23.0,2006.0,22.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,0.9,2.6,36.0,127.0,69.0,0.13,0.0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,0.12,Matches,LaLiga
Unai Gómez,MF,Athletic Club,LaLiga,2003.0,25.0,9.0,875.0,9.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.7,2.1,20.0,28.0,48.0,0.21,0.0,0.21,0.21,0.21,0.15,0.07,0.22,0.15,0.22,Matches,LaLiga
Édgar González,"DF,MF",Almería,LaLiga,1997.0,31.0,30.0,2522.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,2.3,2.3,0.3,2.6,6.0,72.0,6.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,LaLiga
Fabio González,MF,Las Palmas,LaLiga,1997.0,6.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Giovanni González,DF,Mallorca,LaLiga,1994.0,34.0,27.0,2464.0,27.4,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,1.4,1.8,28.0,91.0,95.0,0.04,0.04,0.07,0.04,0.07,0.02,0.05,0.07,0.02,0.07,Matches,LaLiga
Hugo González,"MF,FW",Valencia,LaLiga,2003.0,9.0,0.0,87.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0,7.0,0.0,1.03,1.03,0.0,1.03,0.02,0.53,0.55,0.02,0.55,Matches,LaLiga
Iñaki González,MF,Las Palmas,LaLiga,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Peter González,"MF,FW",Valencia,LaLiga,2002.0,15.0,5.0,649.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7,1.7,1.0,2.7,19.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.38,0.24,0.38,Matches,LaLiga
Urko González,MF,Real Sociedad,LaLiga,2001.0,5.0,2.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,LaLiga
Andoni Gorosabel,DF,Alavés,LaLiga,1996.0,36.0,33.0,2854.0,31.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,58.0,117.0,121.0,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,Matches,LaLiga
Pablo Gozalbez,"MF,FW",Valencia,LaLiga,2001.0,5.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,LaLiga
Mason Greenwood,"MF,FW",Getafe,LaLiga,2001.0,33.0,30.0,2662.0,29.6,8.0,6.0,14.0,6.0,2.0,3.0,6.0,1.0,8.8,6.4,4.6,11.0,127.0,89.0,239.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37,Matches,LaLiga
Dominik Greif,GK,Mallorca,LaLiga,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Antoine Griezmann,"FW,MF",Atlético Madrid,LaLiga,1991.0,33.0,31.0,2644.0,29.4,16.0,6.0,22.0,12.0,4.0,4.0,5.0,0.0,12.3,9.3,5.6,14.9,43.0,118.0,196.0,0.54,0.2,0.75,0.41,0.61,0.42,0.19,0.61,0.32,0.51,Matches,LaLiga
Vicente Guaita,GK,Celta Vigo,LaLiga,1987.0,27.0,26.0,2403.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Andrés Guardado,MF,Betis,LaLiga,1986.0,12.0,4.0,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,Matches,LaLiga
Sergi Guardiola,"FW,MF",Cádiz,LaLiga,1991.0,22.0,1.0,495.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.8,2.6,10.0,19.0,32.0,0.18,0.18,0.36,0.18,0.36,0.33,0.14,0.48,0.33,0.48,Matches,LaLiga
Nemanja Gudelj,"DF,MF",Sevilla,LaLiga,1991.0,22.0,20.0,1742.0,19.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.4,1.2,23.0,73.0,5.0,0.05,0.05,0.1,0.05,0.1,0.04,0.02,0.06,0.04,0.06,Matches,LaLiga
Gonçalo Guedes,"FW,MF",Villarreal,LaLiga,1996.0,17.0,9.0,951.0,10.6,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,1.5,3.8,38.0,50.0,88.0,0.28,0.19,0.47,0.28,0.47,0.22,0.14,0.36,0.22,0.36,Matches,LaLiga
Javier Guerra,MF,Valencia,LaLiga,2003.0,36.0,28.0,2498.0,27.8,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,2.7,2.7,0.9,3.6,47.0,81.0,68.0,0.14,0.04,0.18,0.14,0.18,0.1,0.03,0.13,0.1,0.13,Matches,LaLiga
Ander Guevara,MF,Alavés,LaLiga,1997.0,37.0,33.0,2932.0,32.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.5,53.0,187.0,37.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Matches,LaLiga
Hugo Guillamón,MF,Valencia,LaLiga,2000.0,26.0,12.0,1315.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.2,0.2,0.4,0.6,6.0,65.0,10.0,0.07,0.0,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,Matches,LaLiga
Player,Pos,Squad,LaLiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LaLiga
Marc Guiu,"FW,MF",Barcelona,LaLiga,2006.0,3.0,1.0,74.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,1.0,1.0,8.0,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24,Matches,LaLiga
Arda Güler,"FW,MF",Real Madrid,LaLiga,2005.0,10.0,4.0,377.0,4.2,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.6,16.0,17.0,25.0,1.43,0.0,1.43,1.43,1.43,0.34,0.03,0.37,0.34,0.37,Matches,LaLiga
Gerard Gumbau,MF,Granada,LaLiga,1994.0,35.0,31.0,2674.0,29.7,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,1.8,1.8,4.0,5.8,20.0,135.0,29.0,0.0,0.1,0.1,0.0,0.1,0.06,0.14,0.19,0.06,0.19,Matches,LaLiga
İlkay Gündoğan,MF,Barcelona,LaLiga,1990.0,36.0,33.0,2994.0,33.3,5.0,9.0,14.0,4.0,1.0,2.0,5.0,0.0,7.3,5.7,10.3,16.0,71.0,224.0,116.0,0.15,0.27,0.42,0.12,0.39,0.22,0.31,0.53,0.17,0.48,Matches,LaLiga
Jon Guridi,MF,Alavés,LaLiga,1995.0,36.0,34.0,2678.0,29.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,3.5,7.5,30.0,117.0,92.0,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25,Matches,LaLiga
Gorka Guruzeta,FW,Athletic Club,LaLiga,1996.0,32.0,30.0,2217.0,24.6,14.0,5.0,19.0,14.0,0.0,1.0,2.0,0.0,11.6,10.8,2.4,13.2,18.0,55.0,102.0,0.57,0.2,0.77,0.57,0.77,0.47,0.1,0.57,0.44,0.54,Matches,LaLiga
Miguel Gutiérrez,DF,Girona,LaLiga,2001.0,35.0,35.0,3032.0,33.7,2.0,7.0,9.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,7.5,10.2,74.0,146.0,184.0,0.06,0.21,0.27,0.06,0.27,0.08,0.22,0.3,0.08,0.3,Matches,LaLiga
Munir El Haddadi,FW,Las Palmas,LaLiga,1995.0,38.0,32.0,2449.0,27.2,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,4.3,3.5,1.9,5.5,26.0,78.0,167.0,0.11,0.07,0.18,0.11,0.18,0.16,0.07,0.23,0.13,0.2,Matches,LaLiga
Ianis Hagi,"MF,FW",Alavés,LaLiga,1998.0,22.0,8.0,804.0,8.9,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.8,2.0,2.0,4.0,17.0,32.0,58.0,0.0,0.22,0.22,0.0,0.22,0.31,0.22,0.53,0.22,0.44,Matches,LaLiga
Luiz Henrique,FW,Betis,LaLiga,2001.0,14.0,6.0,616.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.6,2.9,35.0,17.0,58.0,0.0,0.44,0.44,0.0,0.44,0.18,0.24,0.42,0.18,0.42,Matches,LaLiga
Mario Hermoso,DF,Atlético Madrid,LaLiga,1995.0,31.0,29.0,2557.0,28.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,0.8,2.2,39.0,177.0,61.0,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,Matches,LaLiga
Javi Hernández,DF,Cádiz,LaLiga,1998.0,30.0,28.0,2514.0,27.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,2.1,3.5,40.0,94.0,57.0,0.04,0.07,0.11,0.04,0.11,0.05,0.07,0.13,0.05,0.13,Matches,LaLiga
Aridane Hernández,DF,Rayo Vallecano,LaLiga,1989.0,19.0,19.0,1690.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,LaLiga
Luis Hernández,DF,Cádiz,LaLiga,1989.0,9.0,8.0,723.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.4,1.3,2.0,31.0,1.0,0.12,0.0,0.12,0.12,0.12,0.12,0.04,0.16,0.12,0.16,Matches,LaLiga
Yarek Hernandis,DF,Valencia,LaLiga,2005.0,14.0,7.0,735.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Jorge Herrando,DF,Osasuna,LaLiga,2001.0,19.0,18.0,1644.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,3.0,35.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,LaLiga
Ander Herrera,MF,Athletic Club,LaLiga,1989.0,23.0,10.0,1030.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,11.0,94.0,17.0,0.0,0.26,0.26,0.0,0.26,0.06,0.1,0.17,0.06,0.17,Matches,LaLiga
Cristian Herrera,"FW,MF",Las Palmas,LaLiga,1991.0,8.0,1.0,166.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.9,2.0,8.0,16.0,0.54,0.0,0.54,0.54,0.54,0.48,0.02,0.5,0.48,0.5,Matches,LaLiga
Sergio Herrera,GK,Osasuna,LaLiga,1993.0,32.0,32.0,2869.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LaLiga
Yangel Herrera,MF,Girona,LaLiga,1998.0,29.0,27.0,2107.0,23.4,5.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,4.9,4.9,2.4,7.3,31.0,92.0,76.0,0.21,0.0,0.21,0.21,0.21,0.21,0.1,0.31,0.21,0.31,Matches,LaLiga
